Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP2175,Operations,47,82999,10,35,91,Yes
EMP2176,Finance,47,43293,19,49,45,No
EMP2177,Sales,51,93852,11,32,99,No
EMP2178,Finance,26,25867,14,50,98,Yes
EMP2179,IT,56,85570,19,54,98,Yes
EMP2180,IT,45,62940,18,45,42,No
EMP2181,Sales,58,64834,16,47,87,Yes
EMP2182,HR,21,45188,9,39,80,No
EMP2183,Finance,28,110696,10,43,51,No
EMP2184,Operations,36,28728,4,54,57,No
EMP2185,HR,59,72416,19,45,76,No
EMP2186,Sales,51,115996,4,41,72,No
EMP2187,HR,37,46344,19,31,49,No
EMP2188,Operations,29,71843,6,31,57,No
EMP2189,Operations,43,31385,10,39,73,No
EMP2190,HR,53,50403,6,54,46,No
EMP2191,IT,55,67284,11,56,94,Yes
EMP2192,Sales,38,114842,12,33,74,No
EMP2193,IT,21,42950,17,39,63,No
EMP2194,Finance,42,46368,4,36,49,No
EMP2195,IT,56,105403,17,57,74,No
EMP2196,Operations,28,79702,15,59,44,No
EMP2197,IT,22,87851,12,39,84,Yes
EMP2198,Finance,59,93566,11,35,85,Yes
EMP2199,Operations,28,54144,5,57,84,Yes
EMP2200,IT,40,41429,7,34,45,No
EMP2201,HR,25,27464,16,54,67,Yes
EMP2202,HR,23,111479,17,48,43,No
EMP2203,Sales,23,33683,10,51,40,No
EMP2204,HR,59,51922,19,58,52,No
EMP2205,Sales,22,36898,5,57,87,No
EMP2206,Marketing,43,71163,6,57,72,No
EMP2207,Marketing,36,91179,19,32,46,No
EMP2208,HR,54,53442,7,60,58,No
EMP2209,Marketing,21,37934,7,59,72,No
EMP2210,Finance,44,116505,19,35,68,No
EMP2211,HR,32,71507,13,43,53,No
EMP2212,Finance,28,66193,4,44,47,No
EMP2213,Finance,44,117370,10,47,86,Yes
EMP2214,Sales,52,40167,13,39,69,No
EMP2215,Sales,49,54605,18,43,58,No
EMP2216,Finance,33,34123,16,60,83,Yes
EMP2217,HR,52,113092,4,42,68,No
EMP2218,Operations,26,40626,5,42,65,No
EMP2219,HR,31,33481,12,36,61,No
EMP2220,Finance,28,55522,14,53,71,Yes
EMP2221,Operations,58,102810,9,54,90,No
EMP2222,Finance,43,87367,20,60,65,No
EMP2223,Marketing,38,44316,15,33,47,No
EMP2224,Finance,35,107361,5,30,46,No
EMP2225,HR,52,113880,1,35,64,No
EMP2226,Sales,30,64682,20,49,46,No
EMP2227,Operations,54,89512,15,36,58,No
EMP2228,Finance,53,59296,18,40,91,No
EMP2229,Marketing,22,29141,14,58,98,Yes
EMP2230,Finance,41,74327,15,44,42,Yes
EMP2231,Marketing,40,117544,6,45,67,Yes
EMP2232,Operations,45,88891,4,48,83,Yes
EMP2233,Marketing,55,100000,16,45,75,No
EMP2234,Marketing,24,76299,9,45,77,No
EMP2235,Marketing,43,62281,11,31,41,No
EMP2236,IT,44,70727,19,30,88,No
EMP2237,Sales,45,37759,14,41,62,No
EMP2238,HR,36,57455,8,50,59,No
EMP2239,Operations,25,64965,4,40,50,Yes
EMP2240,Sales,23,85412,14,48,72,No
EMP2241,Sales,22,116220,16,48,41,No
EMP2242,Finance,57,76157,11,48,46,No
EMP2243,HR,34,69035,16,46,91,Yes
EMP2244,Sales,31,105586,10,41,67,Yes
EMP2245,Operations,25,95232,7,39,56,Yes
EMP2246,Marketing,46,54607,20,53,45,No
EMP2247,Marketing,27,102576,11,38,44,No
EMP2248,Marketing,51,80981,7,41,90,Yes
EMP2249,Sales,53,64309,14,51,74,Yes
EMP2250,Finance,46,57933,20,46,69,No
EMP2251,Marketing,32,27438,17,57,51,No
EMP2252,IT,50,60118,18,55,79,No
EMP2253,Finance,57,107150,2,46,52,No
EMP2254,IT,36,44722,10,57,67,No
EMP2255,HR,34,79059,9,56,58,No
EMP2256,Sales,59,55950,13,37,47,No
EMP2257,HR,36,65703,15,45,75,No
EMP2258,Finance,23,51475,6,38,48,Yes
EMP2259,Sales,56,48066,2,60,86,Yes
EMP2260,HR,24,36000,11,49,59,No
EMP2261,Finance,44,113037,3,42,100,No
EMP2262,IT,36,39671,19,53,72,No
EMP2263,Marketing,58,93846,9,45,96,Yes
EMP2264,Marketing,28,66079,11,56,77,No
EMP2265,Operations,36,80426,7,34,46,No
EMP2266,Sales,49,78526,9,57,77,Yes
EMP2267,Marketing,44,116700,4,40,74,No
EMP2268,Operations,36,61403,5,41,70,No
EMP2269,Sales,22,109593,20,31,93,Yes
EMP2270,HR,36,58158,18,42,59,No
EMP2271,Operations,44,114816,4,47,95,Yes
EMP2272,Finance,45,26031,13,59,98,Yes
EMP2273,HR,36,63983,7,57,96,Yes
EMP2274,Finance,41,109466,14,55,42,No
EMP2275,HR,52,86746,14,59,93,Yes
EMP2276,Finance,27,46016,9,46,44,No
EMP2277,Marketing,56,67830,15,52,41,No
EMP2278,Operations,32,107595,15,55,81,Yes
EMP2279,Finance,33,107352,10,40,76,Yes
EMP2280,IT,36,92681,5,57,78,No
EMP2281,Sales,49,87700,5,38,51,No
EMP2282,Sales,39,51039,3,43,63,No
EMP2283,Finance,57,54423,1,60,41,No
EMP2284,Operations,35,36662,15,36,56,No
EMP2285,IT,24,77564,20,43,78,Yes
EMP2286,HR,44,47298,19,33,40,No
EMP2287,Finance,50,113291,16,33,54,No
EMP2288,IT,38,62743,16,42,48,No
EMP2289,IT,59,53254,10,53,83,Yes
EMP2290,IT,47,44129,1,39,56,No
EMP2291,Finance,36,73449,19,51,81,Yes
EMP2292,HR,51,42459,11,52,65,No
EMP2293,Operations,45,117858,14,53,78,Yes
EMP2294,HR,56,32700,2,40,99,Yes
EMP2295,Sales,59,112921,20,52,87,No
EMP2296,HR,37,91131,20,42,59,No
EMP2297,Operations,44,42332,18,31,77,Yes
EMP2298,IT,53,89597,11,58,69,Yes
EMP2299,Sales,54,81744,5,38,47,No
EMP2300,IT,52,61831,12,59,67,Yes
EMP2301,Sales,37,92760,11,43,97,Yes
EMP2302,Operations,52,44826,18,57,99,Yes
EMP2303,Finance,24,49762,5,31,54,No
EMP2304,Finance,37,46437,15,43,47,No
EMP2305,Finance,23,82870,12,52,75,No
EMP2306,Finance,28,119340,5,33,62,Yes
EMP2307,Sales,32,47058,17,56,57,No
EMP2308,Operations,58,52839,19,30,73,No
EMP2309,IT,47,35070,8,54,71,No
EMP2310,Sales,22,62261,4,42,63,No
EMP2311,HR,41,45155,1,32,69,No
EMP2312,Operations,51,84513,9,49,82,Yes
EMP2313,HR,49,67587,19,34,53,No
EMP2314,Operations,39,67358,2,53,44,No
EMP2315,Marketing,45,37130,13,38,51,No
EMP2316,Finance,26,27688,7,35,64,No
EMP2317,Sales,30,40807,10,45,91,Yes
EMP2318,Sales,59,42208,12,51,46,No
EMP2319,Marketing,33,89175,15,58,64,No
EMP2320,Marketing,59,80452,3,54,67,No
EMP2321,Marketing,32,81899,14,32,42,No
EMP2322,Finance,35,109883,5,59,71,No
EMP2323,Operations,54,36006,10,44,67,Yes
EMP2324,Finance,40,44478,5,51,97,Yes
EMP2325,IT,54,81063,10,48,43,No
EMP2326,HR,53,39107,17,43,66,Yes
EMP2327,Operations,57,58211,12,38,77,Yes
EMP2328,Marketing,22,39933,15,35,90,Yes
EMP2329,Finance,23,35917,14,58,85,Yes
EMP2330,Marketing,50,112852,15,49,91,Yes
EMP2331,IT,34,49259,3,53,78,Yes
EMP2332,Operations,27,81858,18,30,40,No
EMP2333,HR,31,110957,16,44,84,Yes
EMP2334,Operations,59,88795,10,49,92,No
EMP2335,Sales,46,64669,3,34,48,Yes
EMP2336,HR,22,116230,7,57,41,No
EMP2337,Operations,30,110162,8,43,93,Yes
EMP2338,Marketing,33,36284,10,54,69,Yes
EMP2339,Finance,22,40264,6,58,49,No
EMP2340,Finance,52,86799,1,57,68,No
EMP2341,IT,39,99636,13,31,61,Yes
EMP2342,Operations,48,79484,16,53,77,No
EMP2343,Marketing,39,29851,16,42,71,No
EMP2344,Operations,52,55396,2,46,41,No
EMP2345,Sales,56,33324,9,58,81,Yes
EMP2346,Finance,28,89852,20,60,81,Yes
EMP2347,Operations,48,27727,6,39,86,Yes
EMP2348,Sales,49,55422,17,37,77,No
EMP2349,Sales,59,118742,15,34,96,Yes
EMP2350,Operations,45,79638,12,55,70,No
EMP2351,IT,34,62022,3,51,70,Yes
EMP2352,IT,31,104396,16,33,90,Yes
EMP2353,Finance,40,55765,7,47,43,No
EMP2354,Sales,37,71798,6,35,92,No
EMP2355,Marketing,23,33344,11,43,47,No
EMP2356,HR,56,54372,16,38,61,No
EMP2357,HR,56,60060,5,57,84,No
EMP2358,Marketing,27,117589,2,59,100,Yes
EMP2359,Finance,28,38879,20,49,90,No
EMP2360,HR,56,30501,17,33,50,No
EMP2361,IT,44,45582,10,52,68,No
EMP2362,Finance,27,45223,12,40,92,Yes
EMP2363,IT,49,79493,1,37,93,No
EMP2364,Sales,39,91194,6,32,57,No
EMP2365,Finance,44,107502,8,34,88,Yes
EMP2366,Finance,35,43087,14,43,98,Yes
EMP2367,Finance,54,114417,12,60,41,No
EMP2368,HR,54,34120,3,40,60,No
EMP2369,IT,48,33056,13,54,42,No
EMP2370,Operations,30,100308,2,50,85,Yes
EMP2371,Marketing,39,79959,13,58,83,Yes
EMP2372,Sales,41,70109,1,56,57,No
EMP2373,Marketing,30,116789,13,44,81,Yes
EMP2374,Marketing,49,116418,12,58,91,Yes
EMP2375,Finance,33,64522,3,31,74,Yes
EMP2376,Operations,29,93219,18,39,53,Yes
EMP2377,Marketing,40,93332,11,54,80,Yes
EMP2378,HR,55,102660,9,37,93,Yes
EMP2379,Operations,48,91227,4,53,43,No
EMP2380,Sales,53,71461,4,31,88,Yes
EMP2381,HR,49,64054,19,53,40,No
EMP2382,IT,58,99133,18,57,78,Yes
EMP2383,Sales,39,112414,19,51,48,No
EMP2384,Marketing,36,38792,11,46,77,Yes
EMP2385,Sales,50,37843,5,52,67,No
EMP2386,HR,26,33151,14,58,48,No
EMP2387,Finance,25,73404,17,42,77,No
EMP2388,Finance,37,101585,16,50,67,No
EMP2389,Operations,52,79646,6,34,72,Yes
EMP2390,Operations,50,41958,17,57,73,Yes
EMP2391,IT,50,87043,2,53,50,No
EMP2392,Sales,28,103852,14,33,47,No
EMP2393,Sales,23,93521,5,33,63,No
EMP2394,Sales,40,63532,16,30,90,Yes
EMP2395,Marketing,47,31376,10,58,58,No
EMP2396,Operations,52,25273,4,47,62,Yes
EMP2397,HR,47,88068,19,39,76,No
EMP2398,Sales,45,87289,20,34,88,Yes
EMP2399,Operations,50,83973,15,34,95,Yes
EMP2400,HR,47,75755,8,58,65,Yes
EMP2401,HR,49,61356,3,57,50,No
EMP2402,Marketing,40,98537,4,50,75,Yes
EMP2403,Marketing,55,100609,2,60,76,No
EMP2404,Finance,53,27446,4,51,99,Yes
EMP2405,HR,38,51975,8,56,85,No
EMP2406,Marketing,49,36094,18,49,60,No
EMP2407,HR,52,28049,11,43,51,No
EMP2408,Marketing,41,75070,9,32,47,No
EMP2409,Marketing,31,62401,5,35,56,No
EMP2410,IT,40,78382,6,31,79,No
EMP2411,IT,22,118493,2,39,64,Yes
EMP2412,IT,47,67495,9,42,100,No
EMP2413,HR,24,51549,8,54,78,No
EMP2414,Finance,53,91115,13,60,47,No
EMP2415,Sales,50,97498,14,32,70,Yes
EMP2416,Operations,35,27440,9,47,77,No
EMP2417,IT,56,110400,5,39,76,No
EMP2418,HR,53,51667,5,41,74,No
EMP2419,IT,55,80542,18,44,42,Yes
EMP2420,Finance,39,110597,6,30,43,No
EMP2421,Finance,38,103363,9,56,83,Yes
EMP2422,Sales,34,101697,17,39,42,No
EMP2423,Marketing,57,34166,10,32,65,No
EMP2424,IT,56,61629,14,36,79,No
EMP2425,Sales,42,108252,9,54,85,Yes
EMP2426,IT,41,69778,7,44,78,Yes
EMP2427,Operations,29,109730,1,49,70,Yes
EMP2428,HR,32,79154,18,58,84,Yes
EMP2429,Finance,55,35636,3,47,41,No
EMP2430,Operations,49,113112,4,41,92,Yes
EMP2431,Marketing,43,75692,6,56,89,No
EMP2432,HR,28,85646,12,59,52,No
EMP2433,IT,22,61848,12,36,45,No
EMP2434,Operations,40,119084,8,37,71,No
EMP2435,HR,38,89597,20,36,40,No
EMP2436,Operations,46,39541,9,48,72,No
EMP2437,Marketing,33,111486,19,51,83,Yes
EMP2438,IT,25,102091,5,53,44,No
EMP2439,Marketing,35,93561,9,36,94,Yes
EMP2440,Operations,55,105538,9,51,75,No
EMP2441,HR,48,109012,2,57,100,Yes
EMP2442,Finance,38,40953,17,44,71,Yes
EMP2443,HR,35,31155,9,59,66,No
EMP2444,Sales,21,76361,7,40,45,No
EMP2445,HR,35,115380,14,60,44,No
EMP2446,IT,31,68152,10,32,80,Yes
EMP2447,HR,51,81616,1,48,91,Yes
EMP2448,Sales,37,57394,4,45,55,No
EMP2449,HR,42,93114,8,60,44,No
EMP2450,Marketing,49,37539,15,48,47,Yes
EMP2451,HR,23,74465,11,58,94,Yes
EMP2452,IT,24,82923,2,39,79,No
EMP2453,HR,27,113809,2,47,43,No
EMP2454,Finance,46,37560,20,54,66,Yes
EMP2455,Marketing,21,84429,13,44,90,Yes
EMP2456,Marketing,27,69514,1,44,73,Yes
EMP2457,IT,27,38459,1,49,85,Yes
EMP2458,IT,57,41512,17,38,62,No
EMP2459,Operations,49,49369,8,34,91,Yes
EMP2460,IT,40,101614,14,46,81,Yes
EMP2461,Sales,58,95928,5,34,70,Yes
EMP2462,Sales,39,73343,1,46,77,No
EMP2463,IT,24,56114,17,56,93,Yes
EMP2464,HR,48,70064,7,36,80,No
EMP2465,HR,42,49819,16,52,84,No
EMP2466,Marketing,42,100813,19,60,61,No
EMP2467,Finance,42,46270,4,44,96,Yes
EMP2468,HR,52,53757,1,50,54,No
EMP2469,Finance,34,56328,16,53,89,No
EMP2470,Sales,45,51911,13,35,92,No
EMP2471,Sales,21,34664,12,30,75,Yes
EMP2472,Sales,49,50480,19,59,88,Yes
EMP2473,HR,33,50929,10,35,54,No
EMP2474,Operations,32,69540,18,37,51,No
EMP2475,IT,37,38263,1,56,83,Yes
EMP2476,Operations,28,69352,7,39,69,Yes
EMP2477,Sales,31,94065,20,58,67,No
EMP2478,HR,28,43931,5,55,52,No
EMP2479,Finance,44,66674,20,43,80,Yes
EMP2480,HR,58,49785,18,39,90,Yes
EMP2481,IT,24,107504,9,57,48,No
EMP2482,Marketing,52,52425,3,55,70,No
EMP2483,Marketing,25,46945,17,42,88,No
EMP2484,Marketing,44,90350,17,44,51,No
EMP2485,Sales,54,116030,16,52,71,No
EMP2486,Marketing,46,108637,19,50,42,No
EMP2487,IT,49,55721,13,36,59,No
EMP2488,Finance,57,45605,12,38,75,Yes
EMP2489,HR,39,83262,17,41,54,No
EMP2490,Finance,53,106412,11,43,68,No
EMP2491,Finance,44,90213,11,38,64,Yes
EMP2492,Finance,35,59815,3,41,97,Yes
EMP2493,Marketing,53,96650,3,55,57,No
EMP2494,HR,28,34351,12,31,74,Yes
EMP2495,IT,42,57771,10,53,92,Yes
EMP2496,Sales,33,117489,20,34,94,Yes
EMP2497,Operations,55,59227,1,54,59,No
EMP2498,Sales,46,78183,19,54,81,Yes
EMP2499,Operations,53,44566,13,37,54,No
EMP2500,IT,51,55634,17,48,90,Yes
EMP2501,Finance,50,69650,3,40,94,Yes
EMP2502,Operations,47,52470,15,44,94,Yes
EMP2503,Sales,29,100695,5,39,100,Yes
EMP2504,Finance,43,69541,8,43,67,No
EMP2505,Finance,55,64274,11,48,41,No
EMP2506,HR,29,45144,11,48,80,Yes
EMP2507,Marketing,57,76234,13,36,100,Yes
EMP2508,Marketing,45,49685,16,33,61,No
EMP2509,Finance,40,37221,6,33,83,Yes
EMP2510,HR,59,89043,1,35,52,Yes
EMP2511,Finance,39,51986,8,39,82,Yes
EMP2512,Finance,24,73319,17,30,50,No
EMP2513,Finance,46,45582,4,34,74,No
EMP2514,Operations,25,75986,7,34,95,Yes
EMP2515,Finance,51,45811,20,48,100,Yes
EMP2516,IT,53,118948,15,38,52,Yes
EMP2517,IT,49,33384,13,49,91,Yes
EMP2518,Sales,57,89350,15,44,76,Yes
EMP2519,HR,39,109711,15,41,84,No
EMP2520,Sales,46,105350,6,43,55,No
EMP2521,Marketing,48,85008,13,59,82,Yes
EMP2522,Marketing,27,76583,2,37,96,No
EMP2523,Sales,55,63258,3,52,86,Yes
EMP2524,IT,52,78907,18,33,63,Yes
EMP2525,HR,53,67731,14,44,50,No
EMP2526,Marketing,23,85577,1,32,80,Yes
EMP2527,Operations,50,74958,11,53,65,No
EMP2528,Finance,23,26407,9,33,85,No
EMP2529,Sales,50,88538,15,32,45,No
EMP2530,IT,49,43383,16,56,57,No
EMP2531,IT,22,104559,4,35,58,No
EMP2532,Operations,46,47079,3,51,88,Yes
EMP2533,Sales,30,82757,12,35,53,No
EMP2534,Operations,55,53333,15,52,43,No
EMP2535,Marketing,27,76199,10,44,43,No
EMP2536,HR,45,51442,8,41,98,Yes
EMP2537,HR,22,80270,1,30,61,No
EMP2538,Operations,25,53910,4,55,93,No
EMP2539,IT,31,30768,14,46,46,No
EMP2540,Sales,56,107154,7,49,53,No
EMP2541,Finance,48,40834,8,36,46,No
EMP2542,IT,21,77709,11,30,64,No
EMP2543,IT,25,111240,9,50,79,Yes
EMP2544,HR,34,78883,10,54,78,No
EMP2545,HR,55,99606,6,38,46,No
EMP2546,Operations,45,113853,5,40,51,No
EMP2547,Operations,41,112342,16,32,61,Yes
EMP2548,Marketing,49,75118,17,50,87,Yes
EMP2549,Marketing,21,55488,1,49,88,No
EMP2550,Sales,36,81164,8,49,45,Yes
EMP2551,Sales,52,63877,7,34,64,No
EMP2552,HR,36,103390,15,53,96,Yes
EMP2553,Sales,41,109358,2,46,90,No
EMP2554,Operations,39,28105,8,57,86,Yes
EMP2555,IT,34,95688,2,59,98,Yes
EMP2556,IT,35,104700,13,46,60,No
EMP2557,Operations,21,33469,16,32,52,Yes
EMP2558,IT,34,41457,3,35,77,No
EMP2559,IT,36,91509,3,43,86,Yes
EMP2560,IT,33,57102,14,35,78,Yes
EMP2561,Sales,57,83755,7,38,95,Yes
EMP2562,HR,44,77198,13,35,70,No
EMP2563,Marketing,48,45431,16,30,88,Yes
EMP2564,HR,40,103011,18,34,75,No
EMP2565,Sales,45,85771,10,44,58,No
EMP2566,Marketing,51,34429,11,34,85,Yes
EMP2567,IT,33,25547,1,57,72,No
EMP2568,Sales,52,78025,14,60,65,No
EMP2569,Sales,45,89166,10,50,77,Yes
EMP2570,HR,28,75439,19,35,52,No
EMP2571,Sales,43,91795,16,50,84,Yes
EMP2572,HR,45,80579,8,37,70,Yes
EMP2573,Sales,22,116418,5,38,78,No
EMP2574,Operations,30,58330,8,49,77,No
EMP2575,IT,21,40300,3,50,85,No
EMP2576,Finance,58,35531,17,59,52,No
EMP2577,IT,48,58144,10,46,74,No
EMP2578,Finance,58,65367,14,54,96,No
EMP2579,HR,27,108385,19,54,91,Yes
EMP2580,IT,38,52462,13,52,59,Yes
EMP2581,IT,52,25206,4,32,89,Yes
EMP2582,Marketing,47,110789,10,53,67,Yes
EMP2583,Sales,32,117280,5,36,71,Yes
EMP2584,HR,49,99329,7,35,52,Yes
EMP2585,IT,33,58993,14,44,80,No
EMP2586,HR,31,35460,10,32,64,No
EMP2587,HR,42,28888,19,37,70,No
EMP2588,HR,21,33002,9,54,40,No
EMP2589,HR,27,52665,17,55,40,No
EMP2590,Marketing,38,88691,16,54,61,No
EMP2591,Sales,44,114372,11,40,92,Yes
EMP2592,Sales,46,74602,20,31,62,No
EMP2593,HR,21,84889,13,53,93,No
EMP2594,IT,22,103893,4,57,73,Yes
EMP2595,Operations,36,73290,15,49,83,Yes
EMP2596,Finance,53,79149,7,30,80,No
EMP2597,Sales,22,108070,12,57,42,No
EMP2598,Operations,41,113857,15,37,78,No
EMP2599,Operations,26,70656,14,60,99,No
EMP2600,Finance,27,75444,10,49,52,No
EMP2601,Marketing,57,118934,17,31,48,No
EMP2602,HR,40,113219,18,57,69,Yes
EMP2603,Finance,28,88198,18,37,55,No
EMP2604,Operations,26,38824,14,52,41,No
EMP2605,Sales,45,61747,8,53,56,No
EMP2606,Operations,28,112225,5,59,74,No
EMP2607,Finance,26,115673,11,57,54,No
EMP2608,Marketing,25,109408,11,42,98,Yes
EMP2609,Operations,45,110710,18,60,94,Yes
EMP2610,IT,35,58959,4,39,45,No
EMP2611,Sales,58,49662,4,48,63,No
EMP2612,Sales,45,100617,1,39,43,No
EMP2613,IT,45,80535,11,54,63,No
EMP2614,IT,54,111998,20,48,54,No
EMP2615,HR,55,85372,11,34,92,No
EMP2616,IT,52,114126,15,34,78,Yes
EMP2617,Operations,23,103496,11,39,72,No
EMP2618,HR,38,117605,19,45,80,No
EMP2619,Finance,39,117293,13,31,91,Yes
EMP2620,Operations,34,54500,2,59,95,Yes
EMP2621,Finance,46,64203,6,30,75,Yes
EMP2622,Finance,51,70653,13,42,44,No
EMP2623,Sales,39,116275,7,52,94,Yes
EMP2624,HR,29,67391,19,57,91,Yes
EMP2625,Operations,40,84969,6,48,48,No
EMP2626,Finance,39,43982,7,36,91,Yes
EMP2627,Operations,21,72477,19,33,83,Yes
EMP2628,IT,45,80982,6,59,43,Yes
EMP2629,Finance,32,31877,4,46,81,Yes
EMP2630,Finance,30,107178,13,37,42,No
EMP2631,Finance,52,64674,20,60,51,No
EMP2632,Finance,26,85774,13,38,80,Yes
EMP2633,Sales,21,40728,4,32,47,No
EMP2634,Operations,53,54482,1,48,76,No
EMP2635,Finance,38,115928,4,55,77,Yes
EMP2636,Finance,48,64107,19,34,46,No
EMP2637,Operations,55,49233,13,56,84,Yes
EMP2638,Marketing,55,94479,16,32,73,No
EMP2639,Marketing,28,52192,4,35,95,Yes
EMP2640,IT,21,97708,15,55,60,No
EMP2641,IT,57,52030,6,32,75,Yes
EMP2642,HR,26,41346,17,39,63,No
EMP2643,IT,48,111266,1,37,59,Yes
EMP2644,Marketing,39,111397,18,44,48,No
EMP2645,Operations,41,93506,12,49,74,No
EMP2646,Operations,27,111850,2,37,42,No
EMP2647,Sales,34,42590,20,47,53,No
EMP2648,Sales,29,106567,14,32,75,Yes
EMP2649,Finance,31,77436,15,32,100,Yes
EMP2650,Finance,30,95242,7,32,80,Yes
EMP2651,Operations,33,118643,12,48,82,Yes
EMP2652,Marketing,59,46501,14,56,49,No
EMP2653,Finance,45,28396,20,37,44,No
EMP2654,Marketing,28,114650,18,43,44,No
EMP2655,HR,44,68714,9,34,95,Yes
EMP2656,Sales,21,37838,13,37,64,No
EMP2657,HR,32,94006,10,48,92,No
EMP2658,HR,54,70731,19,57,58,No
EMP2659,Marketing,27,31286,6,40,100,Yes
EMP2660,IT,43,113842,18,47,78,No
EMP2661,Finance,51,102635,5,38,40,No
EMP2662,Operations,30,111188,5,34,64,No
EMP2663,Sales,24,108780,12,52,89,Yes
EMP2664,Marketing,47,117639,15,35,68,No
EMP2665,Finance,53,62594,9,60,67,No
EMP2666,Operations,35,65001,3,60,59,No
EMP2667,Sales,26,108188,3,32,86,Yes
EMP2668,HR,31,100407,2,32,87,Yes
EMP2669,Finance,21,80572,17,59,86,Yes
EMP2670,Finance,53,114800,18,52,47,No
EMP2671,Marketing,33,25955,14,52,74,No
EMP2672,IT,54,114663,20,31,78,No
EMP2673,IT,54,54500,6,32,63,No
EMP2674,Marketing,43,31672,14,45,64,No
EMP2675,HR,42,114006,8,56,74,No
EMP2676,HR,39,64213,16,39,56,No
EMP2677,Operations,57,76592,7,59,59,No
EMP2678,Operations,53,29643,15,58,79,No
EMP2679,HR,43,25772,20,44,61,No
EMP2680,HR,21,70838,6,42,62,Yes
EMP2681,Finance,52,50892,3,46,72,No
EMP2682,Finance,28,88886,1,34,89,Yes
EMP2683,IT,51,76820,12,39,63,No
EMP2684,IT,55,60321,4,44,82,No
EMP2685,IT,29,71365,14,30,62,No
EMP2686,Operations,33,39505,7,39,42,No
EMP2687,Finance,42,29142,6,51,52,No
EMP2688,Operations,38,40570,14,45,75,No
EMP2689,Operations,29,67583,13,46,86,No
EMP2690,Finance,29,39382,4,55,41,No
EMP2691,Sales,53,26788,8,31,83,No
EMP2692,Finance,59,26052,14,45,58,No
EMP2693,HR,48,57472,20,34,86,Yes
EMP2694,IT,38,40075,9,52,55,No
EMP2695,Finance,33,87114,4,52,86,Yes
EMP2696,IT,33,102489,5,37,47,No
EMP2697,HR,38,50189,5,43,41,No
EMP2698,HR,24,74853,14,46,59,No
EMP2699,IT,35,69063,14,45,43,No
EMP2700,Operations,24,64883,4,38,63,No
EMP2701,Sales,47,57370,11,58,43,No
EMP2702,HR,24,111563,11,36,58,No
EMP2703,Marketing,27,81479,6,38,100,Yes
EMP2704,Sales,40,39618,4,51,40,No
EMP2705,IT,42,72260,12,53,89,Yes
EMP2706,Marketing,44,56228,9,36,77,Yes
EMP2707,HR,29,107517,20,33,42,No
EMP2708,Operations,33,50287,15,59,46,Yes
EMP2709,Marketing,42,64515,16,54,52,No
EMP2710,IT,23,41755,7,43,75,No
EMP2711,Marketing,43,72973,15,50,85,Yes
EMP2712,Finance,25,88284,14,46,99,No
EMP2713,HR,31,103532,9,52,48,No
EMP2714,Marketing,24,115938,7,53,92,Yes
EMP2715,Operations,55,92303,3,35,68,No
EMP2716,Finance,56,76150,13,49,57,No
EMP2717,HR,31,99959,7,48,84,Yes
EMP2718,Marketing,50,91036,17,38,59,No
EMP2719,Sales,38,97371,4,35,54,Yes
EMP2720,IT,39,30123,5,60,96,Yes
EMP2721,IT,38,31752,8,56,53,No
EMP2722,HR,43,107927,20,41,60,Yes
EMP2723,Operations,56,59608,5,43,97,Yes
EMP2724,Sales,24,107045,1,56,62,No
EMP2725,Sales,32,58552,1,47,82,No
EMP2726,Marketing,27,119712,13,60,81,Yes
EMP2727,Operations,59,97204,7,56,68,Yes
EMP2728,Sales,34,101239,13,34,68,Yes
EMP2729,Operations,48,73318,5,58,70,Yes
EMP2730,IT,50,49251,6,36,76,No
EMP2731,Operations,32,109877,10,30,59,No
EMP2732,IT,46,115094,20,36,44,No
EMP2733,Finance,36,84640,13,33,86,Yes
EMP2734,Operations,21,104074,4,42,64,Yes
EMP2735,HR,23,42324,8,54,45,No
EMP2736,Operations,59,26769,1,60,90,Yes
EMP2737,Operations,42,117727,3,36,48,No
EMP2738,Marketing,49,46383,10,40,70,Yes
EMP2739,HR,55,115707,9,50,74,Yes
EMP2740,HR,27,96387,10,33,72,No
EMP2741,Finance,30,25158,8,30,54,No
EMP2742,IT,43,110899,10,37,98,No
EMP2743,Finance,28,89463,6,33,54,No
EMP2744,Sales,43,34999,20,40,47,No
EMP2745,HR,23,104233,5,35,67,No
EMP2746,Marketing,32,114054,14,34,97,Yes
EMP2747,Sales,39,70663,4,38,98,Yes
EMP2748,Sales,37,118232,3,55,40,No
EMP2749,IT,30,66976,5,42,68,No
EMP2750,Finance,25,39832,19,43,86,Yes
EMP2751,HR,41,41716,6,54,64,No
EMP2752,Finance,48,88083,14,49,90,Yes
EMP2753,IT,36,75224,14,47,71,No
EMP2754,Finance,55,95282,8,42,45,No
EMP2755,Finance,54,100743,8,52,45,No
EMP2756,HR,34,27248,12,47,70,No
EMP2757,HR,24,70789,12,57,94,No
EMP2758,IT,39,85344,5,56,94,Yes
EMP2759,Finance,36,52621,8,31,87,Yes
EMP2760,Operations,30,74474,1,52,67,Yes
EMP2761,Operations,27,111867,19,32,70,No
EMP2762,IT,22,44252,12,34,45,No
EMP2763,HR,57,79590,5,54,51,No
EMP2764,IT,54,116562,10,45,66,No
EMP2765,Finance,21,62587,4,34,43,No
